week_period,week_start,week_end,official_holiday_days
2026-11-30/2026-12-06,2026-11-30,2026-12-06,0
2026-12-07/2026-12-13,2026-12-07,2026-12-13,0
2026-12-14/2026-12-20,2026-12-14,2026-12-20,0
2026-12-21/2026-12-27,2026-12-21,2026-12-27,1
2026-12-28/2027-01-03,2026-12-28,2027-01-03,0
2027-01-04/2027-01-10,2027-01-04,2027-01-10,1
2027-01-11/2027-01-17,2027-01-11,2027-01-17,0
2027-01-18/2027-01-24,2027-01-18,2027-01-24,1
2027-01-25/2027-01-31,2027-01-25,2027-01-31,0
2027-02-01/2027-02-07,2027-02-01,2027-02-07,0
2027-02-08/2027-02-14,2027-02-08,2027-02-14,1
2027-02-15/2027-02-21,2027-02-15,2027-02-21,0
2027-02-22/2027-02-28,2027-02-22,2027-02-28,0
2027-03-01/2027-03-07,2027-03-01,2027-03-07,1
2027-03-08/2027-03-14,2027-03-08,2027-03-14,2
2027-03-15/2027-03-21,2027-03-15,2027-03-21,2
2027-03-22/2027-03-28,2027-03-22,2027-03-28,3
2027-03-29/2027-04-04,2027-03-29,2027-04-04,3
2027-04-05/2027-04-11,2027-04-05,2027-04-11,0
2027-04-12/2027-04-18,2027-04-12,2027-04-18,0
2027-04-19/2027-04-25,2027-04-19,2027-04-25,0
2027-04-26/2027-05-02,2027-04-26,2027-05-02,0
2027-05-03/2027-05-09,2027-05-03,2027-05-09,0
2027-05-10/2027-05-16,2027-05-10,2027-05-16,0
2027-05-17/2027-05-23,2027-05-17,2027-05-23,1
2027-05-24/2027-05-30,2027-05-24,2027-05-30,1
2027-05-31/2027-06-06,2027-05-31,2027-06-06,2
2027-06-07/2027-06-13,2027-06-07,2027-06-13,0
2027-06-14/2027-06-20,2027-06-14,2027-06-20,2
2027-06-21/2027-06-27,2027-06-21,2027-06-27,0
2027-06-28/2027-07-04,2027-06-28,2027-07-04,0
2027-07-05/2027-07-11,2027-07-05,2027-07-11,0
2027-07-12/2027-07-18,2027-07-12,2027-07-18,0
2027-07-19/2027-07-25,2027-07-19,2027-07-25,1
2027-07-26/2027-08-01,2027-07-26,2027-08-01,0
2027-08-02/2027-08-08,2027-08-02,2027-08-08,2
2027-08-09/2027-08-15,2027-08-09,2027-08-15,1
2027-08-16/2027-08-22,2027-08-16,2027-08-22,1
2027-08-23/2027-08-29,2027-08-23,2027-08-29,0
2027-08-30/2027-09-05,2027-08-30,2027-09-05,0
2027-09-06/2027-09-12,2027-09-06,2027-09-12,0
2027-09-13/2027-09-19,2027-09-13,2027-09-19,0
2027-09-20/2027-09-26,2027-09-20,2027-09-26,0
2027-09-27/2027-10-03,2027-09-27,2027-10-03,0
2027-10-04/2027-10-10,2027-10-04,2027-10-10,0
2027-10-11/2027-10-17,2027-10-11,2027-10-17,0
2027-10-18/2027-10-24,2027-10-18,2027-10-24,0
2027-10-25/2027-10-31,2027-10-25,2027-10-31,0
2027-11-01/2027-11-07,2027-11-01,2027-11-07,1
2027-11-08/2027-11-14,2027-11-08,2027-11-14,0
2027-11-15/2027-11-21,2027-11-15,2027-11-21,0
2027-11-22/2027-11-28,2027-11-22,2027-11-28,0
2027-11-29/2027-12-05,2027-11-29,2027-12-05,0
2027-12-06/2027-12-12,2027-12-06,2027-12-12,1
2027-12-13/2027-12-19,2027-12-13,2027-12-19,0
2027-12-20/2027-12-26,2027-12-20,2027-12-26,1
2027-12-27/2028-01-02,2027-12-27,2028-01-02,0
2028-01-03/2028-01-09,2028-01-03,2028-01-09,0
2028-01-10/2028-01-16,2028-01-10,2028-01-16,1
2028-01-17/2028-01-23,2028-01-17,2028-01-23,0
2028-01-24/2028-01-30,2028-01-24,2028-01-30,0
2028-01-31/2028-02-06,2028-01-31,2028-02-06,0
2028-02-07/2028-02-13,2028-02-07,2028-02-13,1
2028-02-14/2028-02-20,2028-02-14,2028-02-20,1
2028-02-21/2028-02-27,2028-02-21,2028-02-27,1
2028-02-28/2028-03-05,2028-02-28,2028-03-05,1
2028-03-06/2028-03-12,2028-03-06,2028-03-12,0
2028-03-13/2028-03-19,2028-03-13,2028-03-19,1
2028-03-20/2028-03-26,2028-03-20,2028-03-26,4
2028-03-27/2028-04-02,2028-03-27,2028-04-02,2
2028-04-03/2028-04-09,2028-04-03,2028-04-09,0
2028-04-10/2028-04-16,2028-04-10,2028-04-16,0
2028-04-17/2028-04-23,2028-04-17,2028-04-23,0
2028-04-24/2028-04-30,2028-04-24,2028-04-30,0
2028-05-01/2028-05-07,2028-05-01,2028-05-07,1
2028-05-08/2028-05-14,2028-05-08,2028-05-14,1
2028-05-15/2028-05-21,2028-05-15,2028-05-21,0
2028-05-22/2028-05-28,2028-05-22,2028-05-28,0
2028-05-29/2028-06-04,2028-05-29,2028-06-04,2
2028-06-05/2028-06-11,2028-06-05,2028-06-11,0
2028-06-12/2028-06-18,2028-06-12,2028-06-18,0
2028-06-19/2028-06-25,2028-06-19,2028-06-25,0
2028-06-26/2028-07-02,2028-06-26,2028-07-02,0
2028-07-03/2028-07-09,2028-07-03,2028-07-09,0
2028-07-10/2028-07-16,2028-07-10,2028-07-16,1
2028-07-17/2028-07-23,2028-07-17,2028-07-23,2
2028-07-24/2028-07-30,2028-07-24,2028-07-30,0
2028-07-31/2028-08-06,2028-07-31,2028-08-06,1
2028-08-07/2028-08-13,2028-08-07,2028-08-13,1
2028-08-14/2028-08-20,2028-08-14,2028-08-20,0
2028-08-21/2028-08-27,2028-08-21,2028-08-27,0
2028-08-28/2028-09-03,2028-08-28,2028-09-03,0
2028-09-04/2028-09-10,2028-09-04,2028-09-10,0
2028-09-11/2028-09-17,2028-09-11,2028-09-17,0
2028-09-18/2028-09-24,2028-09-18,2028-09-24,0
2028-09-25/2028-10-01,2028-09-25,2028-10-01,0
2028-10-02/2028-10-08,2028-10-02,2028-10-08,0
2028-10-09/2028-10-15,2028-10-09,2028-10-15,0
2028-10-16/2028-10-22,2028-10-16,2028-10-22,1
2028-10-23/2028-10-29,2028-10-23,2028-10-29,0
2028-10-30/2028-11-05,2028-10-30,2028-11-05,0
2028-11-06/2028-11-12,2028-11-06,2028-11-12,0
2028-11-13/2028-11-19,2028-11-13,2028-11-19,0
2028-11-20/2028-11-26,2028-11-20,2028-11-26,0
2028-11-27/2028-12-03,2028-11-27,2028-12-03,1
2028-12-04/2028-12-10,2028-12-04,2028-12-10,0
2028-12-11/2028-12-17,2028-12-11,2028-12-17,1
2028-12-18/2028-12-24,2028-12-18,2028-12-24,0
2028-12-25/2028-12-31,2028-12-25,2028-12-31,0
2029-01-01/2029-01-07,2029-01-01,2029-01-07,1
2029-01-08/2029-01-14,2029-01-08,2029-01-14,0
2029-01-15/2029-01-21,2029-01-15,2029-01-21,0
2029-01-22/2029-01-28,2029-01-22,2029-01-28,0
2029-01-29/2029-02-04,2029-01-29,2029-02-04,0
2029-02-05/2029-02-11,2029-02-05,2029-02-11,2
2029-02-12/2029-02-18,2029-02-12,2029-02-18,2
2029-02-19/2029-02-25,2029-02-19,2029-02-25,0
2029-02-26/2029-03-04,2029-02-26,2029-03-04,0
2029-03-05/2029-03-11,2029-03-05,2029-03-11,1
2029-03-12/2029-03-18,2029-03-12,2029-03-18,0
2029-03-19/2029-03-25,2029-03-19,2029-03-25,5
2029-03-26/2029-04-01,2029-03-26,2029-04-01,2
2029-04-02/2029-04-08,2029-04-02,2029-04-08,0
2029-04-09/2029-04-15,2029-04-09,2029-04-15,0
2029-04-16/2029-04-22,2029-04-16,2029-04-22,0
2029-04-23/2029-04-29,2029-04-23,2029-04-29,1
2029-04-30/2029-05-06,2029-04-30,2029-05-06,1
2029-05-07/2029-05-13,2029-05-07,2029-05-13,0
2029-05-14/2029-05-20,2029-05-14,2029-05-20,0
2029-05-21/2029-05-27,2029-05-21,2029-05-27,2
2029-05-28/2029-06-03,2029-05-28,2029-06-03,1
2029-06-04/2029-06-10,2029-06-04,2029-06-10,1
2029-06-11/2029-06-17,2029-06-11,2029-06-17,0
2029-06-18/2029-06-24,2029-06-18,2029-06-24,0
2029-06-25/2029-07-01,2029-06-25,2029-07-01,0
2029-07-02/2029-07-08,2029-07-02,2029-07-08,1
2029-07-09/2029-07-15,2029-07-09,2029-07-15,2
2029-07-16/2029-07-22,2029-07-16,2029-07-22,1
2029-07-23/2029-07-29,2029-07-23,2029-07-29,0
2029-07-30/2029-08-05,2029-07-30,2029-08-05,1
2029-08-06/2029-08-12,2029-08-06,2029-08-12,0
2029-08-13/2029-08-19,2029-08-13,2029-08-19,0
2029-08-20/2029-08-26,2029-08-20,2029-08-26,0
2029-08-27/2029-09-02,2029-08-27,2029-09-02,0
2029-09-03/2029-09-09,2029-09-03,2029-09-09,0
2029-09-10/2029-09-16,2029-09-10,2029-09-16,0
2029-09-17/2029-09-23,2029-09-17,2029-09-23,0
2029-09-24/2029-09-30,2029-09-24,2029-09-30,0
2029-10-01/2029-10-07,2029-10-01,2029-10-07,0
2029-10-08/2029-10-14,2029-10-08,2029-10-14,1
2029-10-15/2029-10-21,2029-10-15,2029-10-21,0
2029-10-22/2029-10-28,2029-10-22,2029-10-28,0
2029-10-29/2029-11-04,2029-10-29,2029-11-04,0
2029-11-05/2029-11-11,2029-11-05,2029-11-11,0
2029-11-12/2029-11-18,2029-11-12,2029-11-18,0
2029-11-19/2029-11-25,2029-11-19,2029-11-25,1
2029-11-26/2029-12-02,2029-11-26,2029-12-02,0
2029-12-03/2029-12-09,2029-12-03,2029-12-09,1
2029-12-10/2029-12-16,2029-12-10,2029-12-16,0
2029-12-17/2029-12-23,2029-12-17,2029-12-23,1
2029-12-24/2029-12-30,2029-12-24,2029-12-30,0
2029-12-31/2030-01-06,2029-12-31,2030-01-06,0
2030-01-07/2030-01-13,2030-01-07,2030-01-13,0
2030-01-14/2030-01-20,2030-01-14,2030-01-20,0
2030-01-21/2030-01-27,2030-01-21,2030-01-27,1
2030-01-28/2030-02-03,2030-01-28,2030-02-03,0
2030-02-04/2030-02-10,2030-02-04,2030-02-10,3
2030-02-11/2030-02-17,2030-02-11,2030-02-17,0
2030-02-18/2030-02-24,2030-02-18,2030-02-24,0
2030-02-25/2030-03-03,2030-02-25,2030-03-03,1
2030-03-04/2030-03-10,2030-03-04,2030-03-10,0
2030-03-11/2030-03-17,2030-03-11,2030-03-17,0
2030-03-18/2030-03-24,2030-03-18,2030-03-24,6
2030-03-25/2030-03-31,2030-03-25,2030-03-31,0
2030-04-01/2030-04-07,2030-04-01,2030-04-07,2
2030-04-08/2030-04-14,2030-04-08,2030-04-14,1
2030-04-15/2030-04-21,2030-04-15,2030-04-21,0
2030-04-22/2030-04-28,2030-04-22,2030-04-28,1
2030-04-29/2030-05-05,2030-04-29,2030-05-05,0
2030-05-06/2030-05-12,2030-05-06,2030-05-12,1
2030-05-13/2030-05-19,2030-05-13,2030-05-19,1
2030-05-20/2030-05-26,2030-05-20,2030-05-26,0
2030-05-27/2030-06-02,2030-05-27,2030-06-02,0
2030-06-03/2030-06-09,2030-06-03,2030-06-09,2
2030-06-10/2030-06-16,2030-06-10,2030-06-16,0
2030-06-17/2030-06-23,2030-06-17,2030-06-23,1
2030-06-24/2030-06-30,2030-06-24,2030-06-30,1
2030-07-01/2030-07-07,2030-07-01,2030-07-07,1
2030-07-08/2030-07-14,2030-07-08,2030-07-14,1
2030-07-15/2030-07-21,2030-07-15,2030-07-21,1
2030-07-22/2030-07-28,2030-07-22,2030-07-28,0
2030-07-29/2030-08-04,2030-07-29,2030-08-04,0
2030-08-05/2030-08-11,2030-08-05,2030-08-11,0
2030-08-12/2030-08-18,2030-08-12,2030-08-18,0
2030-08-19/2030-08-25,2030-08-19,2030-08-25,0
2030-08-26/2030-09-01,2030-08-26,2030-09-01,0
2030-09-02/2030-09-08,2030-09-02,2030-09-08,0
2030-09-09/2030-09-15,2030-09-09,2030-09-15,0
2030-09-16/2030-09-22,2030-09-16,2030-09-22,0
2030-09-23/2030-09-29,2030-09-23,2030-09-29,0
2030-09-30/2030-10-06,2030-09-30,2030-10-06,1
2030-10-07/2030-10-13,2030-10-07,2030-10-13,0
2030-10-14/2030-10-20,2030-10-14,2030-10-20,0
2030-10-21/2030-10-27,2030-10-21,2030-10-27,0
2030-10-28/2030-11-03,2030-10-28,2030-11-03,0
2030-11-04/2030-11-10,2030-11-04,2030-11-10,1
2030-11-11/2030-11-17,2030-11-11,2030-11-17,0
2030-11-18/2030-11-24,2030-11-18,2030-11-24,1
2030-11-25/2030-12-01,2030-11-25,2030-12-01,0
2030-12-02/2030-12-08,2030-12-02,2030-12-08,0
2030-12-09/2030-12-15,2030-12-09,2030-12-15,1
2030-12-16/2030-12-22,2030-12-16,2030-12-22,0
2030-12-23/2030-12-29,2030-12-23,2030-12-29,0
2030-12-30/2031-01-05,2030-12-30,2031-01-05,0
2031-01-06/2031-01-12,2031-01-06,2031-01-12,0
2031-01-13/2031-01-19,2031-01-13,2031-01-19,1
2031-01-20/2031-01-26,2031-01-20,2031-01-26,2
2031-01-27/2031-02-02,2031-01-27,2031-02-02,0
2031-02-03/2031-02-09,2031-02-03,2031-02-09,0
2031-02-10/2031-02-16,2031-02-10,2031-02-16,1
2031-02-17/2031-02-23,2031-02-17,2031-02-23,1
2031-02-24/2031-03-02,2031-02-24,2031-03-02,0
2031-03-03/2031-03-09,2031-03-03,2031-03-09,0
2031-03-10/2031-03-16,2031-03-10,2031-03-16,0
2031-03-17/2031-03-23,2031-03-17,2031-03-23,4
2031-03-24/2031-03-30,2031-03-24,2031-03-30,1
2031-03-31/2031-04-06,2031-03-31,2031-04-06,3
2031-04-07/2031-04-13,2031-04-07,2031-04-13,1
2031-04-14/2031-04-20,2031-04-14,2031-04-20,0
2031-04-21/2031-04-27,2031-04-21,2031-04-27,0
2031-04-28/2031-05-04,2031-04-28,2031-05-04,2
2031-05-05/2031-05-11,2031-05-05,2031-05-11,0
2031-05-12/2031-05-18,2031-05-12,2031-05-18,0
2031-05-19/2031-05-25,2031-05-19,2031-05-25,0
2031-05-26/2031-06-01,2031-05-26,2031-06-01,0
2031-06-02/2031-06-08,2031-06-02,2031-06-08,2
2031-06-09/2031-06-15,2031-06-09,2031-06-15,1
2031-06-16/2031-06-22,2031-06-16,2031-06-22,2
2031-06-23/2031-06-29,2031-06-23,2031-06-29,1
2031-06-30/2031-07-06,2031-06-30,2031-07-06,0
2031-07-07/2031-07-13,2031-07-07,2031-07-13,1
2031-07-14/2031-07-20,2031-07-14,2031-07-20,0
2031-07-21/2031-07-27,2031-07-21,2031-07-27,0
2031-07-28/2031-08-03,2031-07-28,2031-08-03,0
2031-08-04/2031-08-10,2031-08-04,2031-08-10,0
2031-08-11/2031-08-17,2031-08-11,2031-08-17,0
2031-08-18/2031-08-24,2031-08-18,2031-08-24,0
2031-08-25/2031-08-31,2031-08-25,2031-08-31,0
2031-09-01/2031-09-07,2031-09-01,2031-09-07,0
2031-09-08/2031-09-14,2031-09-08,2031-09-14,0
2031-09-15/2031-09-21,2031-09-15,2031-09-21,1
2031-09-22/2031-09-28,2031-09-22,2031-09-28,0
2031-09-29/2031-10-05,2031-09-29,2031-10-05,0
2031-10-06/2031-10-12,2031-10-06,2031-10-12,0
2031-10-13/2031-10-19,2031-10-13,2031-10-19,0
2031-10-20/2031-10-26,2031-10-20,2031-10-26,0
2031-10-27/2031-11-02,2031-10-27,2031-11-02,1
2031-11-03/2031-11-09,2031-11-03,2031-11-09,0
2031-11-10/2031-11-16,2031-11-10,2031-11-16,1
2031-11-17/2031-11-23,2031-11-17,2031-11-23,0
2031-11-24/2031-11-30,2031-11-24,2031-11-30,0
2031-12-01/2031-12-07,2031-12-01,2031-12-07,1
2031-12-08/2031-12-14,2031-12-08,2031-12-14,0
2031-12-15/2031-12-21,2031-12-15,2031-12-21,0
2031-12-22/2031-12-28,2031-12-22,2031-12-28,0
2031-12-29/2032-01-04,2031-12-29,2032-01-04,0
2032-01-05/2032-01-11,2032-01-05,2032-01-11,1
2032-01-12/2032-01-18,2032-01-12,2032-01-18,2
2032-01-19/2032-01-25,2032-01-19,2032-01-25,0
2032-01-26/2032-02-01,2032-01-26,2032-02-01,0
2032-02-02/2032-02-08,2032-02-02,2032-02-08,1
2032-02-09/2032-02-15,2032-02-09,2032-02-15,1
2032-02-16/2032-02-22,2032-02-16,2032-02-22,0
2032-02-23/2032-02-29,2032-02-23,2032-02-29,0
2032-03-01/2032-03-07,2032-03-01,2032-03-07,0
2032-03-08/2032-03-14,2032-03-08,2032-03-14,0
2032-03-15/2032-03-21,2032-03-15,2032-03-21,3
2032-03-22/2032-03-28,2032-03-22,2032-03-28,2
2032-03-29/2032-04-04,2032-03-29,2032-04-04,2
2032-04-05/2032-04-11,2032-04-05,2032-04-11,0
2032-04-12/2032-04-18,2032-04-12,2032-04-18,0
2032-04-19/2032-04-25,2032-04-19,2032-04-25,2
2032-04-26/2032-05-02,2032-04-26,2032-05-02,0
2032-05-03/2032-05-09,2032-05-03,2032-05-09,0
2032-05-10/2032-05-16,2032-05-10,2032-05-16,0
2032-05-17/2032-05-23,2032-05-17,2032-05-23,0
2032-05-24/2032-05-30,2032-05-24,2032-05-30,1
2032-05-31/2032-06-06,2032-05-31,2032-06-06,2
2032-06-07/2032-06-13,2032-06-07,2032-06-13,2
2032-06-14/2032-06-20,2032-06-14,2032-06-20,1
2032-06-21/2032-06-27,2032-06-21,2032-06-27,1
2032-06-28/2032-07-04,2032-06-28,2032-07-04,0
2032-07-05/2032-07-11,2032-07-05,2032-07-11,0
2032-07-12/2032-07-18,2032-07-12,2032-07-18,0
2032-07-19/2032-07-25,2032-07-19,2032-07-25,0
2032-07-26/2032-08-01,2032-07-26,2032-08-01,0
2032-08-02/2032-08-08,2032-08-02,2032-08-08,0
2032-08-09/2032-08-15,2032-08-09,2032-08-15,0
2032-08-16/2032-08-22,2032-08-16,2032-08-22,0
2032-08-23/2032-08-29,2032-08-23,2032-08-29,0
2032-08-30/2032-09-05,2032-08-30,2032-09-05,0
2032-09-06/2032-09-12,2032-09-06,2032-09-12,1
2032-09-13/2032-09-19,2032-09-13,2032-09-19,0
2032-09-20/2032-09-26,2032-09-20,2032-09-26,0
2032-09-27/2032-10-03,2032-09-27,2032-10-03,0
2032-10-04/2032-10-10,2032-10-04,2032-10-10,0
2032-10-11/2032-10-17,2032-10-11,2032-10-17,0
2032-10-18/2032-10-24,2032-10-18,2032-10-24,1
2032-10-25/2032-10-31,2032-10-25,2032-10-31,0
2032-11-01/2032-11-07,2032-11-01,2032-11-07,1
2032-11-08/2032-11-14,2032-11-08,2032-11-14,0
2032-11-15/2032-11-21,2032-11-15,2032-11-21,1
2032-11-22/2032-11-28,2032-11-22,2032-11-28,0
2032-11-29/2032-12-05,2032-11-29,2032-12-05,0
2032-12-06/2032-12-12,2032-12-06,2032-12-12,0
2032-12-13/2032-12-19,2032-12-13,2032-12-19,0
2032-12-20/2032-12-26,2032-12-20,2032-12-26,1
2032-12-27/2033-01-02,2032-12-27,2033-01-02,0
2033-01-03/2033-01-09,2033-01-03,2033-01-09,2
2033-01-10/2033-01-16,2033-01-10,2033-01-16,0
2033-01-17/2033-01-23,2033-01-17,2033-01-23,0
2033-01-24/2033-01-30,2033-01-24,2033-01-30,1
2033-01-31/2033-02-06,2033-01-31,2033-02-06,0
2033-02-07/2033-02-13,2033-02-07,2033-02-13,1
2033-02-14/2033-02-20,2033-02-14,2033-02-20,0
2033-02-21/2033-02-27,2033-02-21,2033-02-27,0
2033-02-28/2033-03-06,2033-02-28,2033-03-06,0
2033-03-07/2033-03-13,2033-03-07,2033-03-13,1
2033-03-14/2033-03-20,2033-03-14,2033-03-20,2
2033-03-21/2033-03-27,2033-03-21,2033-03-27,3
2033-03-28/2033-04-03,2033-03-28,2033-04-03,2
2033-04-04/2033-04-10,2033-04-04,2033-04-10,1
2033-04-11/2033-04-17,2033-04-11,2033-04-17,1
2033-04-18/2033-04-24,2033-04-18,2033-04-24,0
2033-04-25/2033-05-01,2033-04-25,2033-05-01,0
2033-05-02/2033-05-08,2033-05-02,2033-05-08,0
2033-05-09/2033-05-15,2033-05-09,2033-05-15,0
2033-05-16/2033-05-22,2033-05-16,2033-05-22,1
2033-05-23/2033-05-29,2033-05-23,2033-05-29,2
2033-05-30/2033-06-05,2033-05-30,2033-06-05,2
2033-06-06/2033-06-12,2033-06-06,2033-06-12,1
2033-06-13/2033-06-19,2033-06-13,2033-06-19,1
2033-06-20/2033-06-26,2033-06-20,2033-06-26,0
2033-06-27/2033-07-03,2033-06-27,2033-07-03,0
2033-07-04/2033-07-10,2033-07-04,2033-07-10,0
2033-07-11/2033-07-17,2033-07-11,2033-07-17,0
2033-07-18/2033-07-24,2033-07-18,2033-07-24,0
2033-07-25/2033-07-31,2033-07-25,2033-07-31,0
2033-08-01/2033-08-07,2033-08-01,2033-08-07,0
2033-08-08/2033-08-14,2033-08-08,2033-08-14,0
2033-08-15/2033-08-21,2033-08-15,2033-08-21,0
2033-08-22/2033-08-28,2033-08-22,2033-08-28,0
2033-08-29/2033-09-04,2033-08-29,2033-09-04,1
2033-09-05/2033-09-11,2033-09-05,2033-09-11,0
2033-09-12/2033-09-18,2033-09-12,2033-09-18,0
2033-09-19/2033-09-25,2033-09-19,2033-09-25,0
2033-09-26/2033-10-02,2033-09-26,2033-10-02,0
2033-10-03/2033-10-09,2033-10-03,2033-10-09,1
2033-10-10/2033-10-16,2033-10-10,2033-10-16,0
2033-10-17/2033-10-23,2033-10-17,2033-10-23,1
2033-10-24/2033-10-30,2033-10-24,2033-10-30,0
2033-10-31/2033-11-06,2033-10-31,2033-11-06,0
2033-11-07/2033-11-13,2033-11-07,2033-11-13,1
2033-11-14/2033-11-20,2033-11-14,2033-11-20,0
2033-11-21/2033-11-27,2033-11-21,2033-11-27,0
2033-11-28/2033-12-04,2033-11-28,2033-12-04,0
2033-12-05/2033-12-11,2033-12-05,2033-12-11,0
2033-12-12/2033-12-18,2033-12-12,2033-12-18,1
2033-12-19/2033-12-25,2033-12-19,2033-12-25,2
2033-12-26/2034-01-01,2033-12-26,2034-01-01,0
2034-01-02/2034-01-08,2034-01-02,2034-01-08,0
2034-01-09/2034-01-15,2034-01-09,2034-01-15,0
2034-01-16/2034-01-22,2034-01-16,2034-01-22,1
2034-01-23/2034-01-29,2034-01-23,2034-01-29,0
2034-01-30/2034-02-05,2034-01-30,2034-02-05,0
2034-02-06/2034-02-12,2034-02-06,2034-02-12,1
2034-02-13/2034-02-19,2034-02-13,2034-02-19,0
2034-02-20/2034-02-26,2034-02-20,2034-02-26,0
2034-02-27/2034-03-05,2034-02-27,2034-03-05,1
2034-03-06/2034-03-12,2034-03-06,2034-03-12,1
2034-03-13/2034-03-19,2034-03-13,2034-03-19,1
2034-03-20/2034-03-26,2034-03-20,2034-03-26,5
2034-03-27/2034-04-02,2034-03-27,2034-04-02,4
2034-04-03/2034-04-09,2034-04-03,2034-04-09,0
2034-04-10/2034-04-16,2034-04-10,2034-04-16,0
2034-04-17/2034-04-23,2034-04-17,2034-04-23,0
2034-04-24/2034-04-30,2034-04-24,2034-04-30,0
2034-05-01/2034-05-07,2034-05-01,2034-05-07,0
2034-05-08/2034-05-14,2034-05-08,2034-05-14,1
2034-05-15/2034-05-21,2034-05-15,2034-05-21,2
2034-05-22/2034-05-28,2034-05-22,2034-05-28,1
2034-05-29/2034-06-04,2034-05-29,2034-06-04,1
2034-06-05/2034-06-11,2034-06-05,2034-06-11,1
2034-06-12/2034-06-18,2034-06-12,2034-06-18,0
2034-06-19/2034-06-25,2034-06-19,2034-06-25,0
2034-06-26/2034-07-02,2034-06-26,2034-07-02,0
2034-07-03/2034-07-09,2034-07-03,2034-07-09,0
2034-07-10/2034-07-16,2034-07-10,2034-07-16,0
2034-07-17/2034-07-23,2034-07-17,2034-07-23,0
2034-07-24/2034-07-30,2034-07-24,2034-07-30,0
2034-07-31/2034-08-06,2034-07-31,2034-08-06,0
2034-08-07/2034-08-13,2034-08-07,2034-08-13,0
2034-08-14/2034-08-20,2034-08-14,2034-08-20,1
2034-08-21/2034-08-27,2034-08-21,2034-08-27,0
2034-08-28/2034-09-03,2034-08-28,2034-09-03,0
2034-09-04/2034-09-10,2034-09-04,2034-09-10,0
2034-09-11/2034-09-17,2034-09-11,2034-09-17,0
2034-09-18/2034-09-24,2034-09-18,2034-09-24,0
2034-09-25/2034-10-01,2034-09-25,2034-10-01,1
2034-10-02/2034-10-08,2034-10-02,2034-10-08,0
2034-10-09/2034-10-15,2034-10-09,2034-10-15,1
2034-10-16/2034-10-22,2034-10-16,2034-10-22,0
2034-10-23/2034-10-29,2034-10-23,2034-10-29,1
2034-10-30/2034-11-05,2034-10-30,2034-11-05,0
2034-11-06/2034-11-12,2034-11-06,2034-11-12,0
2034-11-13/2034-11-19,2034-11-13,2034-11-19,0
2034-11-20/2034-11-26,2034-11-20,2034-11-26,0
2034-11-27/2034-12-03,2034-11-27,2034-12-03,1
2034-12-04/2034-12-10,2034-12-04,2034-12-10,0
2034-12-11/2034-12-17,2034-12-11,2034-12-17,2
2034-12-18/2034-12-24,2034-12-18,2034-12-24,0
2034-12-25/2034-12-31,2034-12-25,2034-12-31,0
2035-01-01/2035-01-07,2035-01-01,2035-01-07,1
2035-01-08/2035-01-14,2035-01-08,2035-01-14,0
2035-01-15/2035-01-21,2035-01-15,2035-01-21,0
2035-01-22/2035-01-28,2035-01-22,2035-01-28,0
2035-01-29/2035-02-04,2035-01-29,2035-02-04,0
2035-02-05/2035-02-11,2035-02-05,2035-02-11,1
2035-02-12/2035-02-18,2035-02-12,2035-02-18,0
2035-02-19/2035-02-25,2035-02-19,2035-02-25,1
2035-02-26/2035-03-04,2035-02-26,2035-03-04,1
2035-03-05/2035-03-11,2035-03-05,2035-03-11,0
2035-03-12/2035-03-18,2035-03-12,2035-03-18,0
2035-03-19/2035-03-25,2035-03-19,2035-03-25,5
2035-03-26/2035-04-01,2035-03-26,2035-04-01,1
2035-04-02/2035-04-08,2035-04-02,2035-04-08,1
2035-04-09/2035-04-15,2035-04-09,2035-04-15,0
2035-04-16/2035-04-22,2035-04-16,2035-04-22,0
2035-04-23/2035-04-29,2035-04-23,2035-04-29,1
2035-04-30/2035-05-06,2035-04-30,2035-05-06,0
2035-05-07/2035-05-13,2035-05-07,2035-05-13,2
2035-05-14/2035-05-20,2035-05-14,2035-05-20,1
2035-05-21/2035-05-27,2035-05-21,2035-05-27,1
2035-05-28/2035-06-03,2035-05-28,2035-06-03,0
2035-06-04/2035-06-10,2035-06-04,2035-06-10,2
2035-06-11/2035-06-17,2035-06-11,2035-06-17,0
2035-06-18/2035-06-24,2035-06-18,2035-06-24,0
2035-06-25/2035-07-01,2035-06-25,2035-07-01,0
2035-07-02/2035-07-08,2035-07-02,2035-07-08,0
2035-07-09/2035-07-15,2035-07-09,2035-07-15,0
2035-07-16/2035-07-22,2035-07-16,2035-07-22,0
2035-07-23/2035-07-29,2035-07-23,2035-07-29,0
2035-07-30/2035-08-05,2035-07-30,2035-08-05,0
2035-08-06/2035-08-12,2035-08-06,2035-08-12,1
2035-08-13/2035-08-19,2035-08-13,2035-08-19,0
2035-08-20/2035-08-26,2035-08-20,2035-08-26,0
2035-08-27/2035-09-02,2035-08-27,2035-09-02,0
2035-09-03/2035-09-09,2035-09-03,2035-09-09,0
2035-09-10/2035-09-16,2035-09-10,2035-09-16,1
2035-09-17/2035-09-23,2035-09-17,2035-09-23,0
2035-09-24/2035-09-30,2035-09-24,2035-09-30,1
2035-10-01/2035-10-07,2035-10-01,2035-10-07,0
2035-10-08/2035-10-14,2035-10-08,2035-10-14,0
2035-10-15/2035-10-21,2035-10-15,2035-10-21,1
2035-10-22/2035-10-28,2035-10-22,2035-10-28,0
2035-10-29/2035-11-04,2035-10-29,2035-11-04,0
